text,label
FGV IBRE realiza 2º Seminário de Análise Conjuntural de 2017:  Economia ,0
Fica a dica!FarmáciaIndependente Saúde BemEstar QualidadedeVidaPreçoBaixo Economia ,0
Ficamos muito feliz com o Estado! Grande garantidor dos nossos direitos. Obrigada Estado por não permitir o livre comércio ,1
Ficar com dor de cabeça é a melhor sensação de todas,1
Ficar de vela entre dois casais é tão legal ,1
Fico muito feliz quando as pessoas fazem piadas com coisas sérias,1
Final de semana está chegando,0
Fiz 8 vôos rezando pra não morrer agora que tô em casa tô desejando ter morrido.  ,1
Foda de pessoas que falam no telefone no ônibus é que é sempre uns assuntos tão leves... ,1
Gazeta da Cidadania já saiu!  Graças a   economia cidades,0
Gente que surpresa! Eu nem esperava por isso! Nossa quem poderia imaginar não é mesmo?  ,1
Gente reclamando q é ignorado no WhatsApp e eu sendo ignorada pela vida!!! ,1
Gesner Oliveira: Nova política de preços de gás da Petrobras é boa notícia para o consumidor  Economia,0
Gosto mesmo de vir almoçar em familia e ver toda a gente ao telefone,1
Governo estadual aprova R$ 236 milhões para projetos empresariais e rurais economia projetos verba... ,0
Governo simplifica processo de financiamento externo por estatais  economia,0
Graças a Deus a corrupção acabou no Brasil.,1
GRUPO MINEIRO investe R$10 milhões em complexo de cinemas em Feira Economia ,0
"Grupos de família"" bem caladinhos?? Não creio........  """,1
Henrique Meirelles estreia conta oficial no Twitter  Economia,0
Hmm... divertido ,1
Hoje é em São Paulo palestra perspectivas economia   SobratemaSummit2017  ExpoExhibitionConventionCenter,0
Hoje os relacionamentos são os melhores de todos os tempos. Não há mais contato físico. Cada um no seu celular até a internet acabar ,1
Homem é condenado a 35 anos de prisão por postagens no Facebook  notícias Economia ,0
Horario bugado é uma maravilha !  ,1
IAF Sindical completa 11 anos e auditores do Estado mais protegidos Economia ,0
imagina nem to confuso nao ,1
Impossível! Prefiro curtir a dor e alegria da academia. ,1
Inadimplência do consumidor cai 3,0
Índice que mede inflação em SP cai0,0
Indústria cresce em abril em apenas 5 dos 14 estados ... .Veja mais detalhes no site.   Economia Notícias,0
Inflação acelera para 0,0
Inflação aumenta para 0,0
Inflação oficial é a menor parao mês de maio desde 2007  economia,0
Informações Shit já saiu!  debateseprovocações economia,0
Intenção de consumo das famílias paulistanas cai 2,0
internet ta tão boa hoje que eu vou ligar pra agradecer na NET ,1
Irlandesa Kerry compra fábrica goiana de produtos lácteos  Kerry BENAlimentos Lácteos Economia ,0
Irônia ativada ,1
IRONIA: 1º DE ABRIL - DIA DA MENTIRASe fosse só hoje que os seres humanos mentissem,1
isso é um absurdo!!! Tantas pessoas passando fome e donos de iPhone não conseguem trocar seus aparelhos,1
Isso porque no Brasil não existe machismo,1
Isso que é notícia! Isso é que é um jornal! Agora o Brasil inteiro sabe porque tudo está desse jeito.  ,1
JBS é alvo de operação da Polícia Federal  economia,0
JBS vira alvo em CPI da Previdência  economia,0
Jesus foi assassinado por ser considerado bandido. Tudo certo,1
João Dória tem banheiro em casa e fica usando o banheiro da prefeitura. Isso é inaceitável! . ,1
Junte-se a nossa lista de discussão para se manter atualizado sobre TV,0
Jura?! Nem deu para perceber  ,1
Jura?! Nem tinha pensado nessa possibilidade!.. ,1
Juros médios do cartão de crédito caem para 345% ao ano em maio  economia,0
Juros médios do Cartão de Crédito caem para 345% ao ano em Maio → Economia Crédito MasterCard Visa JornaldosCanyons JdC,0
Kia lança test-drives de realidade virtual em parceria com a Samsung e Galp  economia,0
Lavei meu cabelo. Aí minha mãe começa fritar calabreza. Mto obg,1
Legal essas pessoas que usam o Twitter como Facebook ,1
Legal ver que os brinquedos não seguem a lógica da crise econômica:  mercado economia indústria toy market,0
Lisboa recebeu MSC Meraviglia  economia portugal mscmeraviglia,0
Lufthansa já aceita pagamentos no check-in e portas de embarque  economia portugal,0
Maioria dos trabalhadores usou dinheiro do FGTS para pagar dívidas  economia,0
Mais de 38 mil capixabas ainda não sacaram o Pis/Pasep. Saiba se você tem direito!  notícias Economia ,0
Mais pescado descarregado nas lotas da Região  economia madeira,0
Mais raro que o cometa Halley,1
mais um dia super animado aqui... deitada na cama de repouso!   ,1
Mal posso esperar para queimar o suado dinheiro que nem tenho!   ,1
mal posso esperar pra inaugurarem os hospitais sem médicos e a delegacia sem policiais,1
Manda mais notícia ruim pq tá pouco!   ,1
Manguinhos sofre novo revés na Justiça  notícias Economia ,0
mano... dormi apenas 3 horas. e tenho que traduzir 2 artigos. obrigada deus por pelo menos eu estar viva! ,1
Manobrista desempregado procura vaga em estacionamentos.Economia Empregos,0
Marta Pereira vence Prémio Primus Inter Pares  economia portugal martapereira,0
Me amarro quando chego no trabalho e tem vários nada pra fazer!! ,1
Me diverto com quem não têm paciência pra debater.. Se exalta do nada e tudo diz pra não levar pro pessoal rindomuito ,1
Medida vai colocar limiteao trabalho intermitente  economia,0
Medo é grande,0
Meirelles diz no Twitter: candidatura do Brasil à OCDE é bem recebida  economia,0
Meirelles é chamado de golpistadurante evento em Paris  economia,0
Meirelles: dados do investimento foram positivos; em maio foi robusto  economia,0
Meirelles: Previdência pode ser aprovada ainda este mês no Congresso  economia,0
Melhor coisa do mundo é não conseguir dormir,1
melhor coisa do mundo é vc ir pra escola e não ter aula ,1
Melhor coisa quando vc volta a ter refluxo ,1
Melhor é impossível.. ,1
Melhor matar então???  Assim a pessoa não denuncia  brincadeirademaugosto,1
Melhor tipo de amigo: aquele que só fala com você pra pedir algo. ,1
Merkel se reúne com Macri e pede compromisso da UE com Mercosul  economia,0
Meu dia só melhorando! ,1
Minha internet é tão boa que até o gif para na metade pra aplaudir a velocidade.  VeloxFail,1
Minicurso  organizado pelo ITCP-Unimontes. Vamos participar.  comércio economia solidarity economy ,0
Momento sorriso do dia: A empresa de energia fica sem luz por alguns minutos.  centro,1
Moody's corta rating da JBS e mantém revisão para rebaixamento  notícias Economia ,0
Moodys rebaixa nota de risco da JBS  economia,0
Movimentação de contêineres cai 0,0
Mudou meu dia essa informação :p  ,1
Muito bom quando tá 5ºC lá fora e resolvem colocar o ar condicionado no modo polar dentro da sala ,1
Muito bom quando vc precisa scanear um documento e o computador resolve q não vai trabalhar  ódio ,1
Muito bom quando vc precisa trabalhar e o computador resolve q não vai abrir seus arquivos ,1
Muito bom quando você precisa usar o celular e ele está numa atualização infinita,1
Muitoooo legal!Tá tão legal que até dói!  ,1
Municípios do Paraná receberão R$ 280 milhões de FPM extra Economia Política ,0
Na minha opinião,0
Nada mais feliz do que acordar com cólica num domingo de folga  ,1
Nada melhor do que acordar cedo quando voce tem oportunidade de acordar tarde ,1
Nada melhor do que acordar meia noite com cólica.  ,1
Nada melhor do que ir para academia nesse frio.  11graus ,1
Nada melhor que morar em um bairro perigoso. Sentir medo de toque de recolher. melhorsensação ,1
Nada melhor que uma noite de insônia somada a 12 horas de trabalho num sábado de sol rachando... ,1
Não há melhor momento do que hoje para deixar pra amanhã o que você não vai fazer nunca. ,1
Não há mesmo almoço grátis. Política Economia Cotidiano GolpeUm dos muitos custos do golpe foi criar 10... ,0
Não tem aula melhor que Ciência Política. Mds. Aula Chata,1
Natura anuncia proposta de € 1 bilhão pela britânica The Body Shop  economia,0
Natura oferece € 1 bilhão pela The Body Shop  notícias Economia ,0
Nem sabem o quanto eu adoro aquelas pessoas que repetem 500 vezes a mesma coisa num espaço de cinco segundos ,1
Nem tenho nada de Anatomia mesmo pra estudar. To aqui atoa.... ,1
Nem vou assistir A bela e a fera. Vai que a Disney me influencia a ser viado. ,1
Neoenergia e Elektro anunciam fusãoEnergiaElétrica Economia,0
New post: Popular MetaTrader 4 & FxPro videos  RedistribuciónDeRiqueza Economía Web,0
Nivel de deboche e  aqui é HARD  ,1
Noofaaa como brasileiro é civilizado né! Um exemplo para povos bárbaros !  ,1
"noooooooooossa...mas ele fala tão beeeem!!!!"" """,1
Nooooossa tá assim o ESTÁDIO? Olhei a matéria do  e pensei que estava em OBRAS ainda.... ,1
Nós estamos de parabéns pela imensa inteligência que fazemos cm a natureza!  ,1
Nossa capacidade de viver a vida dos outros é  tão grande que eu queria que as pessoas trabalhassem e eu so recebesse o dinheiro.,1
Nossa quanta gente!!!  ,1
Nossa que novidade hein? ¬¬irônia,1
Nossa! Não tinha percebido!  Como os tentáculos do Facebook alcançam mais longe do que você imagina ,1
Nosso buscador encontrou uma boa oferta no MassTitanium MaxTitanium + d 26% d economia! Não dá p/ perder!,0
Notícia: Inflação acelera para 0,0
NoticiasCAPA do ESTADO DE SP desta QUINTA (08).Economia Politica Brasil MatoGrosso Cultura Politica Agronegocio Minutomt,0
Nubank estuda pedir caução para liberar cartão de crédito  notícias Economia ,0
Número de insolvências aumenta em Portugal  economia créditoycaución iberinform,0
Nunca passei tanta raiva com telefonia móvel. Obrigado   por ser essa empresa maravilhosa ,1
O atendimento é ótimo. O XXXXX está de parabéns! ...  ,1
O barulho q a criançada faz ajuda a concentrar  ,1
O Brasil melhorou bastante com a saída de Dilma Rousseff. Estamos próximos de virar uma Noruega. VidaPosGolpe ,1
o desarmamento parece de fato ser mais urgente que acabar com a corrupção. Ate pq a corrupção era dilma! ,1
O dia hoje foi tão estressante que mal posso esperar pelo dia 10. ,1
O fim de semana não podia começar melhor!,1
O melhor deve ser não fazer nada,1
O melhor do carnaval são as pessoas disputando pra ver qual música toca mais alta entre os vizinhos ,1
O Mercado sempre ferrando o Brasil. ,1
O país nesta crise e os ministros lanchando...! ,1
O pior cego e àquele que não quer ouvir,1
O projeto deve ser concluído em março de 2018. Goiás governo política economia ,0
O PSDB enfrenta um dilema,0
Obras! Tem coisa melhor do que almoçar ao som de uma furadeira!? Divino! ,1
obrigada 2015 pelos desencontros e desapontamentos ,1
Obrigado   por atrasar a minha vida em uma segunda-feira. ,1
Obrigado pelo excelente serviço prestado!! ,1
obrigado por cancelar o débito automático sem me avisar. Consequencia: faturas atrasaram e hoje estou sem energia.,1
Óbvio que é domingo! Detesto dormir até ao meio dia eu! Detesto passar o dia na cama!   ,1
OCDE pretende abrir escritório no Brasil,0
Oferta boa assim você só encontra aqui!Aproveite,0
Oi quer levantar R$ 8 bilhões em novo aumento de capital:  / economia dinheiro negócios investimento telecom,0
OIT poderá apreciar denúncias de violações trabalhistas no Brasil  economia,0
Ok... 30 minutos depois e nada ... Obrigado Samsung Notebook,1
olha,0
Olha a ironia: Estou há meia hora tentando acessar a internet e pegar o boleto pra pagar. ,1
Olha geeeente que legaaaaaaaal..Sai a ditadura bolivariana e entra a ditadura q vcs queriam êêêêêêêê \o/ ,1
olha que noticia boa. vou sair mais tarde daqui. legal né  ¬¬ ??? ,1
Opaaa ... spoiler la atras. Queeeeeeem diria?  ,1
Operação combate sonegação em venda de videogames em SP  notícias Economia ,0
Opinião : 3%,0
Oposição pressiona e governo adia calendário da reforma…  NoticiasBrasilDOL Economia RBATV BrasilUrgentePA,0
Oposição pressiona e governo adia calendário da reforma…  NoticiasBrasilDOL Economia RBATV CidadeContraoCrime,0
Oposição pressiona e governo adia calendário da reforma…  NoticiasBrasilDOL Economia RBATV MetendoBroncaPA,0
OResumoAlargado já saiu!  economia internacional,0
Osservando: Italia Riina Renzi Napolitano scuola sanità disabili disoccupazione banche pensioni Boschi Economia povertà,0
otima ideia... Minha vó teve 10 filhos pq nao tinha tv,1
Ótima notícia para quem paga aluguel:  FGV GetúlioVargas IGP inflação deflação economia índice preço,0
ótimo dia para o  instalar novos equipamentos e atrasar as operações: dia de Enem. parabéns aos envolvidos! ,1
Ouça agora o mais novo episódio do Financast. Entenda a inflação Economia Podcast,0
Pagamento de IR libera R$ 3 bi; consulte sua restituição  notícias Economia ,0
Para comemorar os meus anos a câmara resolveu cortar a água do nosso bairro inteiro!!! Que sorte! ,1
Para Meirelles,0
Parabéns  ... Mais uma vez me deixando sem internet quando eu mais preciso!!! Excelente serviço!!! sqn ,1
Parabéns ao  que até agora não publicou a programação semanal do time no site. ,1
"Parabéns aos envolvidos nesta palhaçada.  MP proíbe blocos de pré-carnaval nas ruas de bairros de SLZ"" """,1
Parabéns aos envolvidos! ,1
Parabéns aos envolvidos..   ,1
Parabéns aos nossos governantes!!!  ,1
Parabéns pela agilidade. Sempre deixando seus clientes satisfeitos. Palhaçada,1
Passa o ano todo fazendo sacanagem e no ano novo não quer comer carne porque diz que é pecado na semana santa. ,1
Passando um tempo na instituição que mais gosto: banco. SQN ,1
Paulo Börnsen Diário já saiu!  Graças a  economia bbccurtas,0
Pauta do dia para vocês lerem,0
pedágio dentro da cidade. Que legal hein! ,1
pena que ninguém liga ,1
Pensão mínima de reforma em Angola sobe 13% para 21.380,0
Pesquisa: maioria dos trabalhadores usou dinheiro do FGTS para pagar dívidas  Economia ,0
Pesquisa: maioria dos trabalhadores usou dinheiro do FGTS para pagar dívidas  Economia via ,0
Pesquisa: maioria dos trabalhadores usou FGTS para pagar ... .Veja mais detalhes no site.   Economia Notícias,0
Pessoas seguras são mais felizes! finanças Economia Dinheiro yoga Meditacion,0
Petrobras anuncia reajuste de 6,0
Petrobras anuncia reajuste no gás de cozinha; Preço será revisado mensalmente  Economia ,0
Petrobras reajusta gás de botijão em 6,0
Petrobras suspende contrato com dona da JBS por corrupção  notícias Economia ,0
Playlist da academia como sempre show de bola. Pop dance anos 2000.  parabéns academia. ,1
pode chover mais que tá pouco ,1
Por que as esquerdas odeiam as privatizações?'Por - Brasil esquerdismo Economia ,0
Porque Metallica é a primeira coisa que.VC pensa q vai escutar quando vê um.piano de cauda e um violino... ,1
Portaria aumenta em R$ 2,0
Portugal economia 'Vento de otimismo sopra em Portugal',0
Portugal economia PIB de Portugal foi o quinto que mais cresceu na Zona Euro    via ,0
Poxa  o site de compra esta péssimo. O que acham de pedir ajuda para uma empresa de TI? ,1
Pqp amo essa reciprocidade .. ,1
Pra que estudar? Jovem é preso se passando por médico e diz que é ‘formado’ por série Grey’s Anatomy  ,1
Precisando ampliar o orçamento? Confira 4 apps que podem pagar você  notícias Economia ,0
Preço de uma nota de 100 dólares nas ruas de Luanda volta a subir  dolar angola cambio economia bna ,0
PREFEITURA ACOMPANHA INSTALAÇÃO DE NOVA EMPRESAdesenvolvimento economia novaempresa A empresa MAP... ,0
Prender o dedo na janela foi uma ótima forma de começar o dia ,1
Prepare as listas e a planilha,0
Procurador da Lava Jato critica acordode leniência entre BC e bancos  economia,0
Programação de hoje: Dentista! Ótima forma de começar o dia -.- ,1
Pronto Já Acabou Dia das Mulheres... Agora Já Podemos Volta Com Todo Nosso Preconceito,1
Proporção de famílias paulistanas com contas em atraso atinge 19,0
Qse 2h. Estou no auge de produção intelectual,1
Qual é o segredo da Austrália para crescer por mais de 25 anos sem recessão economia sociedade,0
Qual mal ela fez? Já sei! Ela pisou na bola ao assumir uma criança que não era filha dela. Nossa que mancada dela ,1
Quando você acorda cedo num sábado porque seu vizinho resolveu fazer obra... sinal de que o dia vai ser ÓTIMO! ,1
Quantos argumentos! Que riqueza de palavras. Quanta inteligência.  ,1
Quase 30 mil capixabas estão no primeiro lote de restituição do IRPF  notícias Economia ,0
Quase 30% do mercado de cigarros do Espírito Santo é dominado por contrabando  notícias Economia ,0
Quase na hora louca de dormir.Já rodei com minha vassoura pra dar beijinhos na testa de boa noite.Só pra quem merece. Hehehe,1
Que belo dia pro meu ex ressurgir das cinzas e bagunçar minha vida novamente. ,1
Que bom começar a escola com educação física  ,1
Que bonito todo irônico,1
que comentários geniais.. parabéns aos envolvidos.  ,1
Que delícia acordar de madrugada com uma câimbra desesperadora de doer a alma e passar o dia com a panturrilha dolorida.  sqn,1
Que delícia que é beber gasolina :) ,1
Que dia perfeito se melhorar estraga ,1
Que divertido dormir 7 horas  ,1
Que festa legal... Animação total...  ,1
Que o governo Temer prospere na economia,0
Que ótima notícia para começar o dia... ,1
Que ser humano maravilhoso!  ,1
Quem adulterou o documento cometeu adultério??? ,1
Quem sabe você está no 1º lote de restituição do IRPF 2017?  Receita dinheiro imposto economia contribuinte,0
Quem se importa com constituição né? um troço que só atrapalha mesmo.. aliás pq eleição? Coloca logo o lula,1
Quem se importa com os inscritos? É o dinheiro que conta  ,1
Quer amar comprar novas lentes pra seu óculos? Aqui isso acontece! amorverdadeiro experienciaunica economia ,0
Quer dizer q a pessoa n pode nem querer fazer uma salada assistindo o filme q vira notícias. Absurdo!  50tons  ,1
Rabello quer blindagem do BNDES em CPI  economia,0
Rápido hein... só quase 3 anos atrasado...  ,1
Receita abre consulta a 1º lote de restituição do Imposto de Renda de 2017:  Noticias Economia Politica Brasil,0
Receita abre consulta a primeiro lote de restituição do IR deste ano  Economia via ,0
Receita abre consulta a primeiro lote de restituição do IR deste ano economia  via ,0
Receita abre consulta a primeiro lote de restituição do IR Economia >>>> ,0
Receita abre nesta quinta consulta ao primeiro lote de…  NoticiasBrasilDOL Economia RBATV BrasilUrgentePA,0
Receita abre nesta quinta consulta ao primeiro lote de…  NoticiasBrasilDOL Economia RBATV CidadeContraoCrime,0
Receita abre nesta quinta consulta ao primeiro lote de…  NoticiasBrasilDOL Economia RBATV MetendoBroncaPA,0
Receita abre nesta quinta consultaao 1º lote de restituição do IR  economia,0
Receita de R$ 23,0
Reportagem da  em que sou responsável pela imagem e edição.  TVSH economia Lionesa,0
REPÚBLICA    MEIRELLES NÃO PODE MAIS ESTAR A FRENTE DA ECONOMIA DO BRASIL,0
REPÚBLICAA ECONOMIA BRASIL COMPLEXA & MAIS DE 50 MILHÕES DESEMPREGADOSREAL 1/4 DA POPULAÇÃOAS OLIGARQUIAS MORRERÃO AO TEMPO,0
REPÚBLICAA ECONOMIA DO BRASIL É COMPLEXA DA AGRICULTURA A ENGENHARIA COM A HIGHTECH&SÓ A DiretasJÁ!NÃO RESOLVERÁ TUDO,0
Restituição de IR caiu na malha fina? Saiba o que fazer  notícias Economia ,0
RT : Hoje é em São Paulo palestra perspectivas economia   SobratemaSummit2017,0
Sabe o que é mais legal pra prova de amanhã?  É SABER QUE EU NÃO ESTUDEI e vou me fuder   obvio,1
Sabesp notifica cidade paulista e pode interromper abastecimento  notícias Economia ,0
Saiba agora se você está no primeiro lote de restituição do Imposto de Renda  Economia ,0
Saiba como reduzir as despesas do seu negócio em   Curitiba Coworking Economia ,0
Saiba se você está no primeiro lote de restituição do IR deste ano  notícias Economia ,0
Sair de casa às 8h e chegar em casa às 22h é tão revigorante. ,1
Santiago: reajuste da passagem de ônibus urbano será de apenas 3,0
Saques do FGTS: Caixa deve atender 7,0
SDE apresenta oportunidades de negócios para indústria automotiva Economia ,0
Se tem uma coisa que eu ADORO é surpresas. ,1
Se tem uma coisa que eu AMO DE PAIXÃO é quando o jogo trava no meio de uma missão! ,1
Seja um estagiárioGSK de Vendas,0
Senado adia calendário da reforma trabalhista após pressão  notícias Economia ,0
Senado pode acelerar tramitação da reforma trabalhista  notícias Economia ,0
Ser acordada com grosseria é a melhor coisa q tem,1
ser acordada pela língua de um cão deve ser maravilhoso kkkk,1
Ser acordado por uma bateria militante... Tem coisa melhor?! ,1
Ser diferente! cocochanel frases tarotdaliagaelle canarias sololaveedad amor trabajo Economia suerte twitter destino tu mismo,0
será que ser bandido é requisito hoje em dia?  ,1
Sério que tinha um setor de propina na empresa? Que legal! Que organizado! Que orgulho dos nossos representantes!  CORRUPTION,1
Sesc abre mais de 40 vagas de estágio em Pernambuco SuperConteúdo Economia ,0
Setor de brinquedos espera crescimento de 10% em 2017  economia,0
Setor de serviços paulistano fatura R$ 23,0
Site de consulta à restituição do IR tem instabilidade  notícias Economia ,0
Site expõe dados pessoais de brasileiros  economia,0
Site que expõe dados comete ilegalidades,0
Sobre ser quase 3 da manhã e eu não estar com sono  muito bom,1
Sobrevida de Temer não aumenta chances de reforma da Previdência  notícias Economia ,0
Sonho de todo pai:- Filho você ganhou uma bolsa pra ganhar videogame. Parabéns!  ,1
Sou apaixonada por pessoas que desligam na minha cara o telefone  ,1
Sou fria mesmo eu lá tenho cara de sol pra ser quente ,1
Sou totalmente contra a pirataria. Jamais roubaria um navio.    ,1
SP coloca em operação primeiros geradores de energia eólica do estado  economia,0
Super animado com 5 horas de ensino em um domingo... Uhul ,1
Super empolgado para o curso que terei que fazer amanhã o SÁBADO INTEIRO. ,1
Tanta guerra no mundo e desigualdade e eu ainda não sei se prefiro skol sense ou ice ,1
Tão legal acordar com dor de garganta,1
TAP transportou 1.135 milhões de passageiros em maio  economia portugal,0
"tem as camisetas maravilhosas"" tbm ()uma mais sem graça q a outra""",1
Tem coisa melhor q não dormir??? ,1
Tem uma mulher embaixo da minha janela gritando há uma hora. To gostando tanto... ,1
Temer assina MP que endurece sanções aplicadas pelo BC e CVM  notícias Economia ,0
Temer autoriza Banco Centrala fechar acordos de leniência  economia,0
Temer quer esperar denúncia da PGR para votar reforma previdenciária  economia,0
Temor de delação de Palocci aceleraleniência de bancos  economia,0
Tenho que agradecer esse. Ao mesmo tempo ele provou que a terra não é plana e que o dilúvio não aconteceu.  ,1
tenho tão boa memória ,1
The latest Diário Cristiano Novais!  catracario economia,0
The marcio frade Daily já saiu!  Graças a  economia windows10,0
Todo o ódio do mundo... facebook   ,1
Totalmente animada pra trabalhar o dia todo hoje... ,1
Trabalhadores da Cruz Vermelha em greve por aumentos salariais finanças economia dinheiro,0
Trabalhar domingo! Melhor coisa.,1
Trabalhar sábado é ótimo... Virado então,1
Trump diz que EUA precisam melhorar infraestrutura,0
Tudo que eu mais queria agora era ficar de babá do meu irmão. Nossa tô adorando :-D,1
Uber demite executivo que acessou dados de vítima de estupro  notícias Economia ,0
UE mantém limite a capital estrangeiro em companhias aéreas  economia,0
Uhuu cheguei no horário! Vi o dia amanhecer no metrô! Qualidade de vida outra coisa! ,1
Uiiii! Como ele é ousado e criativo em suas respostas ,1
Uma coisa que adoro: Ficar esperando.,1
Uma grande ironia!,1
Unidade promocional da Brasiles Construtora tem armários planejados de bônus  notícias Economia ,0
Vai ver é porque não tem população negra no Brasil.  ,1
Vamos agradecer a todos os professores que decidiram marcar avaliações para esta semana,1
Vamos continuar passando pano pra abusador,1
Varejo em pauta leva conhecimento contábil para empresários em Recife e Caruaru SuperConteúdo Economia ,0
Vcs sabem o quanto eu AMO Quando tudo dá errado... ,1
vi a previsão do tempo aqui e: QUE LEGAL QUE VAI CHOVER O FDS INTEIRO NÃO É MESMO? ,1
Viana abre mais de 100 vagas em cursos profissionalizantes gratuitos  notícias Economia ,0
Vim numa dermatologista que a recepcionista é tão simpática  que nunca mais volto.,1
"Vingança? Governo toma medidas duras contra a JBS após efeitos das delações""  economia feedly""",0
VIREI SEU FÃ ! Percebe-se que todos os comentários são de pessoas muito sábias que respeitam as escolhas dos outros! ,1
Visualizado e não respondido: amo pessoas assim!! SQN ,1
Vítor Rosa é o novo Diretor Comercial da Gateway  economia portugal vítorrosa,0
Viva a Disney! Mal sabe ele que a empresa incentiva as pessoas a beijarem uma mulher em coma cercada por anões ,1
VLT DO SUBÚRBIO: Investidores pedem prorrogação da licitação Economia ,0
Vou estudar pro Enem amanhã cedo... Acho q dá tempo! ,1
VOU FICAR MARAVILHOSA DE APARELHO AKKKKK UÓ ,1
"Xoésley safadão"" é o cara (Sqn. ou será que sim? o.Õ )  :p Economia """,0
